id,longitude,latitude,altitude
1472398153,-4.1504354,50.5512388,
1472398158,-4.1530052,50.5521050,
1472398170,-4.1281113,50.5612089,
1472398179,-4.1523333,50.5504207,
1472398186,-4.1247001,50.5638635,
1472398202,-4.1157287,50.5681207,
1472443359,-4.1187934,50.5669599,
1482735555,-4.1463809,50.5504145,
1482735556,-4.1459093,50.5502157,
1482749772,-4.1478351,50.5481368,
1482749773,-4.1476732,50.5482369,
1482749774,-4.1471636,50.5488965,
1482749779,-4.1467130,50.5490635,
1482749780,-4.1469705,50.5487346,
1482749786,-4.1466379,50.5488863,
1482758855,-4.1451717,50.5501635,
1482758856,-4.1470217,50.5514857,
1482758858,-4.1473069,50.5514023,
1482758859,-4.1448389,50.5502899,
1482758861,-4.1450337,50.5501817,
1482758862,-4.1467463,50.5515626,
1482760228,-4.1458385,50.5509634,
1482760229,-4.1440987,50.5525269,
1482760230,-4.1439002,50.5526428,
1482760231,-4.1475440,50.5531506,
1482760232,-4.1433691,50.5528369,
1482760233,-4.1464204,50.5511857,
1482760234,-4.1462415,50.5510914,
1482760235,-4.1456510,50.5509022,
1482760236,-4.1447377,50.5523717,
1482760237,-4.1476247,50.5516286,
1482765328,-4.1291429,50.5524144,
1482765329,-4.1299744,50.5526735,
1482765334,-4.1297453,50.5524226,
1482765336,-4.1294111,50.5528028,
1482765339,-4.1298413,50.5527985,
1482765340,-4.1292717,50.5523804,
1482765341,-4.1290625,50.5524622,
1482765342,-4.1296633,50.5528301,
1482765343,-4.1291966,50.5523940,
1482765345,-4.1299690,50.5525951,
1482765347,-4.1292288,50.5527042,
1482765349,-4.1290989,50.5526060,
1482765350,-4.1295040,50.5523920,
1482765352,-4.1299154,50.5527415,
1482765354,-4.1290571,50.5525406,
1482765356,-4.1293253,50.5527653,
1484637842,-4.1491871,50.5380401,
1529861240,-4.1229653,50.5897794,
1529861242,-4.1430945,50.6095346,
1529861251,-4.1435832,50.6089091,
1529861278,-4.1369058,50.6138641,
1529861284,-4.1246368,50.6228084,
1529861298,-4.1439136,50.6076753,
1529861306,-4.1329074,50.6172804,
1529861310,-4.1278633,50.6206465,
1529861311,-4.1224500,50.5886289,
1529861344,-4.1222008,50.5863269,
1529897107,-4.1214226,50.5778504,
1529897115,-4.1201642,50.5748243,
1529897119,-4.1220261,50.5830451,
1529897121,-4.1190301,50.5686491,
1529897138,-4.1339711,50.5581199,
1529897146,-4.1181520,50.5711288,
1529897148,-4.1218587,50.5810634,
1529916123,-4.1281271,50.5617036,
1529916125,-4.1309885,50.5553535,
1529916134,-4.1308216,50.5293903,
1529916138,-4.1459091,50.5410513,
1529916141,-4.1283905,50.5609447,
1529916147,-4.1468790,50.5440878,
1529916151,-4.1271414,50.5625182,
1529916153,-4.1335173,50.5534251,
1529916157,-4.1296050,50.5575589,
1529916161,-4.1407045,50.5504366,
1529916163,-4.1467513,50.5422561,
1529916165,-4.1291957,50.5584620,
1529916167,-4.1461097,50.5454749,
1529916171,-4.1463613,50.5452092,
1529916172,-4.1300443,50.5564169,
1529916182,-4.1462653,50.5415173,
1529916186,-4.1282703,50.5613247,
1529916195,-4.1285176,50.5602948,
1529916198,-4.1469514,50.5426720,
1529916204,-4.1352789,50.5525751,
1529916205,-4.1258058,50.5633505,
1529916206,-4.1276779,50.5621414,
1529916207,-4.1314643,50.5310142,
1529916209,-4.1325308,50.5338501,
1529916211,-4.1274955,50.5258220,
1529916214,-4.1297262,50.5570903,
1529916216,-4.1319326,50.5544265,
1529916223,-4.1278943,50.5619404,
1551833257,-4.1241548,50.5591727,
1551833316,-4.1250090,50.5644426,
1551833321,-4.1291510,50.5590945,
1552517602,-4.1285257,50.5619285,
1552517649,-4.1233574,50.5525175,
1580861716,-4.2391486,50.5476352,
1586296808,-4.1481775,50.5531928,
1586296813,-4.1479345,50.5530186,
1586296816,-4.1480419,50.5532042,
1586296818,-4.1482302,50.5531444,
1602025567,-4.1546523,50.5323615,
1602025575,-4.1557397,50.5290129,
1602025576,-4.1548063,50.5325729,
1602025581,-4.1600269,50.5299780,
1602025591,-4.1591751,50.5308482,
1602025592,-4.1554929,50.5291221,
1602025595,-4.1552462,50.5293130,
1602025600,-4.1546309,50.5330230,
1602025621,-4.1597810,50.5301657,
1602025622,-4.1574075,50.5317583,
1602025632,-4.1552338,50.5325968,
1602025674,-4.1546630,50.5302951,
1602025686,-4.1549243,50.5298995,
1602025694,-4.1581960,50.5315360,
1602025701,-4.1547741,50.5328866,
1602025706,-4.1607646,50.5293697,
1602025709,-4.1595624,50.5286671,
1602025713,-4.1594159,50.5286787,
1602025741,-4.1562241,50.5320124,
1602025742,-4.1542655,50.5354112,
1602025752,-4.1563190,50.5289106,
1602025756,-4.1585415,50.5312915,
1602025763,-4.1588580,50.5285833,
1602025767,-4.1585077,50.5285423,
1602025769,-4.1543970,50.5352632,
1602025774,-4.1578747,50.5285901,
1602025795,-4.1603904,50.5297207,
1602025805,-4.1544951,50.5307861,
1602025824,-4.1555562,50.5323264,
1602025825,-4.1544415,50.5313249,
1602025849,-4.1570341,50.5287674,
1602025858,-4.1543020,50.5331731,
1602025869,-4.1612360,50.5288440,
1602025884,-4.1544844,50.5317000,
1602025912,-4.1615695,50.5286232,
1602025915,-4.1635917,50.5279044,
1602025929,-4.1624500,50.5281867,
1602025948,-4.1645218,50.5274971,
1621322505,-4.1576264,50.5667522,
1621322579,-4.1583032,50.5696700,
1621322721,-4.1759078,50.5520024,
1621322753,-4.1596828,50.5784655,
1621322771,-4.1567813,50.5622293,
1621322780,-4.1775613,50.5521640,
1621322794,-4.1852186,50.5513103,
1621322807,-4.1826129,50.5524303,
1621322873,-4.1644131,50.5528515,
1621322901,-4.1581627,50.5730956,
1621323037,-4.1733373,50.5528558,
1621323080,-4.1812629,50.5525001,
1621323082,-4.1802193,50.5526509,
1621323084,-4.1829524,50.5523525,
1621323158,-4.1600954,50.5796653,
1621323258,-4.1708645,50.5525313,
1621323259,-4.1723812,50.5526470,
1621323260,-4.1675509,50.5528277,
1621323261,-4.1689917,50.5529208,
1621323262,-4.1695904,50.5527343,
1621323341,-4.1588634,50.5776332,
1621323424,-4.1658487,50.5528826,
1621323449,-4.1751221,50.5519956,
1621323555,-4.1836227,50.5520924,
1621323576,-4.1550064,50.5593567,
1621323600,-4.1574744,50.5660334,
1621323610,-4.1798546,50.5526716,
1621323621,-4.1793224,50.5526492,
1621323630,-4.1529593,50.5571424,
1621323656,-4.1586704,50.5771354,
1621323779,-4.1572264,50.5634603,
1621323868,-4.1608086,50.5526390,
1621324084,-4.1582713,50.5692254,
1622283622,-4.1253753,50.5543256,
1622283715,-4.1256457,50.5540305,
1622283864,-4.1245728,50.5549711,
1622283873,-4.1245728,50.5552165,
1622283920,-4.1247230,50.5547292,
1622774343,-4.1342640,50.5500741,
1622774345,-4.1353304,50.5506735,
1622774350,-4.1359640,50.5511003,
1622774365,-4.1347714,50.5503257,
1622774374,-4.1361782,50.5511508,
1622774442,-4.1356256,50.5509260,
1622774464,-4.1446358,50.5496154,
1697392357,-4.1439390,50.5522914,
1697392359,-4.1585457,50.5441688,
1714487305,-4.1434000,50.5513100,
1714487306,-4.1427280,50.5514730,
1714487307,-4.1488700,50.5380000,
1714487310,-4.1486700,50.5438700,
1714487313,-4.1425125,50.5513973,
1714487316,-4.1444800,50.5467400,
1723763372,-4.1392784,50.5353584,
1723763373,-4.1396062,50.5354301,
1723763374,-4.1399318,50.5355531,
1723763375,-4.1402828,50.5357417,
1723763377,-4.1403849,50.5357672,
1723763378,-4.1408839,50.5359373,
1723763379,-4.1416562,50.5360382,
1723763380,-4.1417374,50.5360616,
1723763381,-4.1415621,50.5362100,
1723763383,-4.1415462,50.5362375,
1723763385,-4.1425692,50.5363920,
1723763391,-4.1429576,50.5365650,
1723763392,-4.1435022,50.5368603,
1723763394,-4.1440507,50.5369828,
1723763395,-4.1444577,50.5371047,
1723763397,-4.1449899,50.5372826,
1723763400,-4.1454956,50.5373850,
1723763403,-4.1454320,50.5374376,
1723763405,-4.1453930,50.5374716,
1723763407,-4.1465718,50.5379074,
1723763408,-4.1472450,50.5379820,
1723763409,-4.1472949,50.5379970,
1723763416,-4.1468027,50.5380069,
1723763418,-4.1474205,50.5380198,
1723763420,-4.1470062,50.5380342,
1723763423,-4.1471315,50.5380342,
1821278684,-4.1318840,50.5479292,
1821278685,-4.1318210,50.5479492,
1821278686,-4.1320167,50.5479093,
1821278687,-4.1317376,50.5479805,
1823318773,-4.1449737,50.5458193,
1827735853,-4.1357287,50.5362887,
1906880163,-4.1285928,50.5270573,
1906880168,-4.1295161,50.5278984,
1906880173,-4.1290947,50.5275130,
1906880180,-4.1298693,50.5282214,
1906880190,-4.1276471,50.5260864,
1906880209,-4.1273683,50.5256001,
1906880213,-4.1281375,50.5266540,
1906884578,-4.1342619,50.5306699,
1906884582,-4.1344548,50.5308838,
1906884584,-4.1350227,50.5317338,
1906884601,-4.1350452,50.5319745,
1906884604,-4.1334957,50.5300145,
1906884607,-4.1351902,50.5323671,
1906884624,-4.1346274,50.5310977,
1906884626,-4.1336172,50.5302408,
1906884628,-4.1340553,50.5304817,
1906884630,-4.1347507,50.5312879,
1906884634,-4.1349808,50.5321518,
1906884638,-4.1349083,50.5315063,
1906884640,-4.1338128,50.5304074,
1906896076,-4.1359897,50.5334418,
1906896079,-4.1355173,50.5325746,
1906896081,-4.1358499,50.5333384,
1906896083,-4.1379973,50.5344471,
1906896085,-4.1357599,50.5330600,
1906896087,-4.1366964,50.5341005,
1906896089,-4.1359049,50.5333878,
1906896091,-4.1358711,50.5331736,
1906896093,-4.1382404,50.5344295,
1906896095,-4.1378133,50.5344909,
1906896097,-4.1369646,50.5341892,
1906896098,-4.1383915,50.5343938,
1906896100,-4.1363960,50.5340323,
1906896101,-4.1354529,50.5324799,
1906896102,-4.1362005,50.5338776,
1906896103,-4.1361897,50.5339407,
1906896105,-4.1362361,50.5339863,
1906896116,-4.1373984,50.5344105,
1906896118,-4.1382628,50.5345370,
1906896120,-4.1382961,50.5346069,
1906896123,-4.1354958,50.5326497,
1906896125,-4.1362351,50.5336709,
1906896127,-4.1370953,50.5343153,
1906896130,-4.1365033,50.5340596,
1906896133,-4.1355173,50.5327247,
1906896135,-4.1358284,50.5332925,
1906896137,-4.1362887,50.5337391,
1906896139,-4.1356597,50.5325227,
1906896140,-4.1370408,50.5342454,
1906896142,-4.1355427,50.5324980,
1906896144,-4.1360762,50.5334867,
1906896146,-4.1376226,50.5344632,
1906896148,-4.1361308,50.5335800,
1906909747,-4.1477468,50.5381954,
1906909749,-4.1477736,50.5380454,
1906909752,-4.1477039,50.5380181,
1906909755,-4.1478111,50.5382158,
1906909758,-4.1479238,50.5382226,
1906909761,-4.1478004,50.5380863,
1906909764,-4.1475376,50.5380113,
1925484715,-4.1647683,50.5273278,
1925484716,-4.1646377,50.5274370,
1925484717,-4.1642096,50.5276615,
1925484718,-4.1638250,50.5278245,
1925484719,-4.1621149,50.5283242,
1925484720,-4.1609927,50.5291037,
1925484722,-4.1367583,50.5314799,
1925484723,-4.1364778,50.5315930,
1925484724,-4.1601611,50.5317259,
1925484725,-4.1361255,50.5317104,
1925484726,-4.1355748,50.5321301,
1925484727,-4.1354438,50.5322768,
1925484728,-4.1350041,50.5322761,
1925484729,-4.1353979,50.5324077,
1925484730,-4.1353173,50.5324675,
1925484731,-4.1351827,50.5324985,
1925484733,-4.1338869,50.5328584,
1925484735,-4.1390965,50.5330122,
1925484736,-4.1389590,50.5330300,
1925484739,-4.1394646,50.5332783,
1925484740,-4.1581796,50.5346534,
1925484741,-4.1580859,50.5361427,
1925484742,-4.1589048,50.5386583,
1925484743,-4.1636856,50.5402052,
1925484744,-4.1632920,50.5403554,
1925484745,-4.1624106,50.5409170,
1925484746,-4.1623069,50.5410132,
1925484747,-4.1597799,50.5418540,
1925484748,-4.1613648,50.5418214,
1925484750,-4.1609366,50.5420496,
1925484751,-4.1610689,50.5421770,
1925484752,-4.1606713,50.5422557,
1925484753,-4.1607587,50.5422849,
1925484754,-4.1609160,50.5423602,
1925484755,-4.1596848,50.5425999,
1925484756,-4.1591533,50.5428395,
1951116775,-4.1482527,50.5461601,
1951116778,-4.1489477,50.5457854,
1951116784,-4.1493003,50.5454494,
1951116789,-4.1496889,50.5451901,
1990944096,-4.1563667,50.5421993,
1990944097,-4.1563573,50.5422709,
1990944099,-4.1564405,50.5421311,
2001036017,-4.1488633,50.5360528,
2001036019,-4.1486799,50.5361137,
2001036021,-4.1485722,50.5361495,
2001036023,-4.1487916,50.5362627,
2001036024,-4.1488785,50.5363359,
2001036026,-4.1489611,50.5363994,
2001036028,-4.1489959,50.5364519,
2001036029,-4.1490328,50.5365085,
2001036031,-4.1490806,50.5365734,
2001036033,-4.1491219,50.5366176,
2001036034,-4.1491523,50.5366507,
2001036036,-4.1491349,50.5367060,
2001036038,-4.1489394,50.5368924,
2001036040,-4.1489989,50.5369318,
2001036041,-4.1490415,50.5369600,
2001036043,-4.1520790,50.5456424,
2001036045,-4.1461244,50.5458477,
2001036047,-4.1463891,50.5459621,
2001036048,-4.1459629,50.5459722,
2001036050,-4.1462448,50.5460940,
2001036052,-4.1456849,50.5461269,
2001036053,-4.1460478,50.5462756,
2001036055,-4.1458279,50.5464499,
2001036057,-4.1456611,50.5465004,
2001036058,-4.1455898,50.5465386,
2001036060,-4.1456717,50.5465996,
2001036062,-4.1452587,50.5467477,
2001036067,-4.1453218,50.5469130,
2001036069,-4.1447577,50.5472645,
2001036071,-4.1449273,50.5472763,
2001036072,-4.1448929,50.5472965,
2148546096,-4.1498886,50.5451909,
2148546099,-4.1469610,50.5463261,
2148546101,-4.1478019,50.5459621,
2148546102,-4.1523053,50.5446038,
2148546103,-4.1520773,50.5446455,
2148546104,-4.1511278,50.5448671,
2148546105,-4.1475223,50.5460494,
2148546106,-4.1471186,50.5462190,
2148546107,-4.1508971,50.5449216,
2148546108,-4.1464751,50.5465973,
2148546109,-4.1520075,50.5446694,
2148546110,-4.1521818,50.5446208,
2148546112,-4.1516535,50.5447444,
2148546114,-4.1472903,50.5461390,
2148546115,-4.1514389,50.5447853,
2148546116,-4.1517715,50.5447205,
2203244916,-4.1555516,50.5400028,
2203244919,-4.1548569,50.5462748,
2203244922,-4.1558029,50.5410927,
2203244924,-4.1550580,50.5372855,
2203244927,-4.1483714,50.5455923,
2203244930,-4.1541354,50.5367741,
2203244933,-4.1494173,50.5448622,
2203244935,-4.1549883,50.5352704,
2203244938,-4.1553853,50.5352670,
2203244940,-4.1563814,50.5477909,
2203244943,-4.1481900,50.5456946,
2203244945,-4.1554979,50.5402346,
2203244947,-4.1549078,50.5401835,
2203244950,-4.1561470,50.5349261,
2203244952,-4.1549845,50.5351221,
2203244954,-4.1563079,50.5400062,
2203244956,-4.1477683,50.5457287,
2203244959,-4.1552619,50.5369411,
2203244961,-4.1562328,50.5400267,
2203244963,-4.1546074,50.5391811,
2203244964,-4.1561996,50.5474854,
2203244965,-4.1535292,50.5391334,
2203244966,-4.1564260,50.5400028,
2203244967,-4.1562007,50.5400607,
2203244968,-4.1562758,50.5408892,
2203244970,-4.1566244,50.5400914,
2203244972,-4.1555033,50.5404358,
2203244974,-4.1557326,50.5472668,
2203244976,-4.1552458,50.5361979,
2203244979,-4.1548971,50.5368968,
2203244989,-4.1481006,50.5457254,
2203244991,-4.1562221,50.5409847,
2203244994,-4.1478162,50.5458135,
2203244996,-4.1479145,50.5458914,
2203244998,-4.1557018,50.5349261,
2203245001,-4.1557785,50.5358109,
2203245003,-4.1478823,50.5459366,
2203245005,-4.1542174,50.5364110,
2203245008,-4.1559002,50.5352704,
2203245011,-4.1544250,50.5400437,
2203245013,-4.1564255,50.5479063,
2203245015,-4.1554014,50.5403744,
2203245017,-4.1544535,50.5372872,
2203245020,-4.1541300,50.5399380,
2203245022,-4.1536327,50.5379452,
2203245025,-4.1570338,50.5408384,
2203245027,-4.1565654,50.5399005,
2203245029,-4.1494487,50.5388373,
2203245033,-4.1538296,50.5397062,
2203245035,-4.1539331,50.5375020,
2203245037,-4.1561862,50.5401136,
2203245039,-4.1562991,50.5476208,
2203245042,-4.1550387,50.5471391,
2203245044,-4.1478606,50.5457846,
2203245046,-4.1554228,50.5356353,
2203245049,-4.1542603,50.5381123,
2203245051,-4.1558933,50.5404653,
2203245053,-4.1534970,50.5386595,
2203245056,-4.1542389,50.5373213,
2203245059,-4.1544787,50.5365559,
2203245060,-4.1566513,50.5408278,
2203245061,-4.1542641,50.5384822,
2203245063,-4.1543768,50.5364127,
2203245065,-4.1532931,50.5385231,
2203245067,-4.1562436,50.5406608,
2203245070,-4.1576456,50.5471638,
2203245072,-4.1478964,50.5457409,
2203245074,-4.1558828,50.5412939,
2203245076,-4.1560341,50.5408237,
2248600359,-4.1273621,50.5599805,
2248600368,-4.1279093,50.5595374,
2248600370,-4.1271797,50.5594079,
2248600378,-4.1269866,50.5595511,
2248600381,-4.1269147,50.5598148,
2248600389,-4.1277698,50.5598032,
2248600391,-4.1263461,50.5596444,
2248600393,-4.1265896,50.5594147,
2248600403,-4.1267506,50.5597760,
2283557125,-4.1536010,50.5459332,
2284150505,-4.1329483,50.5505216,
2284150506,-4.1322241,50.5511481,
2284150507,-4.1380416,50.5511762,
2284150508,-4.1412445,50.5513123,
2284150522,-4.1316835,50.5516277,
2284150524,-4.1314727,50.5519863,
2284150532,-4.1330265,50.5522113,
2284150534,-4.1265290,50.5529153,
2345748653,-4.1587258,50.5397616,
2345748656,-4.1588507,50.5397958,
2376077992,-4.1435537,50.5509174,
2475660988,-4.1456253,50.5500534,
2494889641,-4.1272796,50.5341404,
2494889642,-4.1275425,50.5344507,
2494889643,-4.1256918,50.5364215,
2494889644,-4.1262711,50.5353611,
2494889645,-4.1285134,50.5358794,
2494889646,-4.1284276,50.5360976,
2494889647,-4.1272743,50.5353884,
2494889648,-4.1284115,50.5354225,
2494889649,-4.1283740,50.5350235,
2494889650,-4.1288514,50.5349076,
2494889651,-4.1284920,50.5344337,
2494889652,-4.1283740,50.5344337,
2494889653,-4.1283632,50.5343655,
2494889654,-4.1277624,50.5343996,
2494889655,-4.1274627,50.5347659,
2494889656,-4.1272421,50.5351940,
2494889657,-4.1273601,50.5352724,
2519649577,-4.1454452,50.5498729,
2519649579,-4.1454148,50.5498352,
2519649580,-4.1454931,50.5498097,
2519649581,-4.1454488,50.5497549,
2519649582,-4.1453773,50.5497783,
2519649583,-4.1453132,50.5496991,
2519649585,-4.1449501,50.5497756,
2519649589,-4.1448034,50.5498235,
2519649591,-4.1449716,50.5500315,
2519649593,-4.1451070,50.5499873,
2519649595,-4.1451338,50.5500204,
2519649597,-4.1452182,50.5499928,
2519649599,-4.1451889,50.5499566,
2519649601,-4.1445957,50.5498393,
2519649603,-4.1447531,50.5497910,
2519649605,-4.1451018,50.5496939,
2519649607,-4.1453204,50.5496724,
2519649611,-4.1447586,50.5493892,
2519649613,-4.1448658,50.5494808,
2519649615,-4.1449570,50.5495354,
2519649617,-4.1450616,50.5495643,
2519649619,-4.1451474,50.5496103,
2519649621,-4.1452026,50.5496561,
2519652074,-4.1431889,50.5489734,
2519652075,-4.1433396,50.5488457,
2519652076,-4.1433823,50.5489226,
2519652077,-4.1435301,50.5489661,
2519653627,-4.1431589,50.5489555,
2519653628,-4.1431396,50.5489324,
2519653629,-4.1431599,50.5488578,
2519653630,-4.1433622,50.5488614,
2519653631,-4.1433714,50.5489429,
2547519653,-4.1716986,50.5327650,
2547519656,-4.1701308,50.5333030,
2547519657,-4.1695964,50.5331166,
2547519658,-4.1690116,50.5329188,
2547519659,-4.1685396,50.5327654,
2547519660,-4.1680300,50.5325370,
2547519661,-4.1677832,50.5323733,
2547519662,-4.1673916,50.5318822,
2547519663,-4.1671663,50.5315038,
2547519664,-4.1669302,50.5308047,
2547519665,-4.1666835,50.5301091,
2547519666,-4.1662383,50.5295089,
2547519667,-4.1657340,50.5290724,
2547519668,-4.1651975,50.5287246,
2547519669,-4.1648703,50.5284620,
2547519670,-4.1646772,50.5283938,
2547519671,-4.1643660,50.5283495,
2547519672,-4.1637277,50.5283324,
2547519673,-4.1632073,50.5283802,
2547519674,-4.1627031,50.5285064,
2547519675,-4.1620294,50.5287411,
2547519676,-4.1616302,50.5290315,
2547519677,-4.1612838,50.5294607,
2547519678,-4.1610401,50.5297306,
2547519679,-4.1607451,50.5299693,
2547519680,-4.1604608,50.5302011,
2547519681,-4.1599833,50.5304296,
2547519682,-4.1598461,50.5305178,
2547519683,-4.1590629,50.5312373,
2547519684,-4.1582613,50.5318447,
2547519685,-4.1576069,50.5322778,
2547519686,-4.1572743,50.5326017,
2547519687,-4.1566896,50.5332462,
2547519688,-4.1563677,50.5341123,
2547519689,-4.1561156,50.5347601,
2547519690,-4.1556972,50.5352648,
2547519691,-4.1556673,50.5356461,
2547519692,-4.1555277,50.5359564,
2547519693,-4.1550879,50.5369485,
2547519694,-4.1547691,50.5374025,
2547519695,-4.1543990,50.5377333,
2547519696,-4.1541093,50.5381253,
2548780624,-4.1538111,50.5387556,
2548795481,-4.1538111,50.5388766,
2548795482,-4.1540955,50.5394443,
2548795483,-4.1548009,50.5399062,
2548795484,-4.1554910,50.5401992,
2548795485,-4.1559950,50.5406762,
2548795486,-4.1560245,50.5407358,
2548795487,-4.1557724,50.5410887,
2548795488,-4.1556326,50.5413098,
2548795489,-4.1554492,50.5417646,
2548795490,-4.1553741,50.5419112,
2548795491,-4.1550093,50.5422691,
2548795492,-4.1542744,50.5430260,
2548795493,-4.1539150,50.5433907,
2548795494,-4.1532122,50.5440930,
2548795495,-4.1529923,50.5443487,
2548795496,-4.1525156,50.5447617,
2548795497,-4.1519335,50.5450644,
2548795498,-4.1525471,50.5448021,
2548795499,-4.1497776,50.5461025,
2548795500,-4.1480611,50.5469573,
2550752234,-4.1558904,50.5409080,
2550752237,-4.1559897,50.5407973,
2550752239,-4.1557134,50.5409967,
2550752241,-4.1526449,50.5446964,
2550771193,-4.1486091,50.5474233,
2550771195,-4.1502928,50.5465535,
2550771198,-4.1521099,50.5449596,
2550771202,-4.1519878,50.5448745,
2550771204,-4.1519047,50.5447603,
2550771207,-4.1518747,50.5446981,
2550771209,-4.1518162,50.5445626,
2550771211,-4.1518640,50.5444058,
2550771213,-4.1520172,50.5442613,
2550771214,-4.1514827,50.5452734,
2550771216,-4.1494075,50.5453824,
2550771218,-4.1489765,50.5457670,
2550778629,-4.1561359,50.5472695,
2550778631,-4.1562177,50.5473152,
2550778633,-4.1563732,50.5472232,
2550778635,-4.1566817,50.5470153,
2550778637,-4.1569258,50.5468261,
2550778639,-4.1569848,50.5467835,
2550778641,-4.1571580,50.5466791,
2661062985,-4.1390005,50.5351997,
2739060905,-4.1369442,50.5296339,
2739060906,-4.1365797,50.5296759,
2739060907,-4.1369385,50.5296824,
2739060908,-4.1363952,50.5297360,
2739060909,-4.1361309,50.5297483,
2739060910,-4.1360216,50.5297679,
2739060911,-4.1369499,50.5297867,
2739060912,-4.1359077,50.5297903,
2739060913,-4.1356821,50.5298620,
2739060914,-4.1352926,50.5299424,
2739060915,-4.1350146,50.5299569,
2739060916,-4.1347059,50.5299844,
2739060917,-4.1343915,50.5299916,
2739060918,-4.1340304,50.5300206,
2739060919,-4.1370183,50.5300271,
2739060920,-4.1337947,50.5300293,
2739060921,-4.1337092,50.5300358,
2739060922,-4.1336016,50.5300548,
2739060923,-4.1335580,50.5300783,
2739060924,-4.1335421,50.5300970,
2739060926,-4.1370524,50.5301125,
2739060928,-4.1335330,50.5301201,
2739060930,-4.1335347,50.5301419,
2739060932,-4.1335441,50.5301607,
2739060934,-4.1370912,50.5301755,
2739060936,-4.1335908,50.5302001,
2739060938,-4.1332385,50.5302416,
2739060941,-4.1336093,50.5302452,
2739060943,-4.1371527,50.5302501,
2739060945,-4.1372518,50.5303348,
2739060947,-4.1373600,50.5304159,
2739060950,-4.1374780,50.5304948,
2739060952,-4.1377132,50.5306258,
2739060954,-4.1380128,50.5307446,
2739060955,-4.1332368,50.5307562,
2739060956,-4.1333188,50.5309242,
2739060957,-4.1385380,50.5309678,
2739060958,-4.1390309,50.5312136,
2739060959,-4.1308675,50.5315295,
2739060960,-4.1394916,50.5315310,
2739060961,-4.1306560,50.5315812,
2739060962,-4.1302542,50.5316945,
2739060963,-4.1285316,50.5319528,
2739060964,-4.1281102,50.5320665,
2739060965,-4.1278789,50.5321418,
2739060966,-4.1276238,50.5321824,
2739060967,-4.1271385,50.5323149,
2739060968,-4.1264369,50.5324807,
2739060969,-4.1407578,50.5324915,
2739060970,-4.1250290,50.5325835,
2739060971,-4.1411203,50.5326092,
2739060972,-4.1255951,50.5326182,
2739060973,-4.1251748,50.5326704,
2739060974,-4.1244184,50.5326943,
2739060975,-4.1548547,50.5326991,
2739060976,-4.1418210,50.5327362,
2739060977,-4.1236438,50.5329390,
2739060978,-4.1416519,50.5329482,
2739060979,-4.1232412,50.5330508,
2739060980,-4.1414135,50.5331028,
2739060981,-4.1522956,50.5331286,
2739060982,-4.1229626,50.5331783,
2739060983,-4.1225671,50.5332800,
2739060984,-4.1514481,50.5333082,
2739060985,-4.1222240,50.5333552,
2739060986,-4.1496598,50.5333675,
2739060987,-4.1491973,50.5333690,
2739060988,-4.1216818,50.5333848,
2739060989,-4.1499719,50.5333907,
2739060990,-4.1487462,50.5333921,
2739060991,-4.1216625,50.5333942,
2739060992,-4.1216474,50.5334081,
2739060993,-4.1504982,50.5334139,
2739060994,-4.1218156,50.5334445,
2739060995,-4.1469767,50.5335594,
2739060996,-4.1425234,50.5335615,
2739060997,-4.1470983,50.5335620,
2739060998,-4.1472039,50.5336094,
2739060999,-4.1427634,50.5336629,
2739061000,-4.1465055,50.5336772,
2739061001,-4.1429454,50.5337304,
2739061002,-4.1461141,50.5337550,
2739061003,-4.1217603,50.5337859,
2739061004,-4.1431387,50.5337929,
2739061005,-4.1456179,50.5338175,
2739061006,-4.1217957,50.5338340,
2739061007,-4.1442841,50.5338359,
2739061008,-4.1433256,50.5338472,
2739061009,-4.1445805,50.5338543,
2739061010,-4.1447625,50.5338584,
2739061011,-4.1218030,50.5338673,
2739061012,-4.1435157,50.5338861,
2739061013,-4.1217965,50.5338908,
2739061014,-4.1436800,50.5339158,
2739061015,-4.1217417,50.5339461,
2739061016,-4.1439555,50.5339475,
2739061017,-4.1442342,50.5339588,
2739061018,-4.1217272,50.5339891,
2739061019,-4.1217723,50.5340838,
2739061020,-4.1219818,50.5344094,
2739061021,-4.1223104,50.5345676,
2739061022,-4.1226829,50.5347753,
2739061023,-4.1220870,50.5352911,
2739061024,-4.1213443,50.5357603,
2739061025,-4.1213124,50.5358124,
2739061026,-4.1213136,50.5358432,
2739061027,-4.1213409,50.5359271,
2739061028,-4.1213364,50.5359438,
2739061029,-4.1213181,50.5359601,
2739061030,-4.1211854,50.5359970,
2739061031,-4.1211592,50.5360104,
2739061032,-4.1211074,50.5360586,
2739061033,-4.1210806,50.5360759,
2739061034,-4.1208562,50.5361592,
2739061035,-4.1207315,50.5361889,
2739061036,-4.1206933,50.5362037,
2739061037,-4.1206700,50.5362222,
2739061038,-4.1205703,50.5363304,
2739061039,-4.1222454,50.5395625,
2739061040,-4.1251478,50.5436902,
2739061041,-4.1250316,50.5438234,
2739061042,-4.1253529,50.5438799,
2739061043,-4.1255630,50.5439251,
2739061044,-4.1257675,50.5439747,
2739061045,-4.1259275,50.5440189,
2739061046,-4.1260352,50.5440540,
2739061047,-4.1265901,50.5442594,
2739061048,-4.1270133,50.5443798,
2739061049,-4.1271581,50.5444307,
2739061050,-4.1273677,50.5445104,
2739061051,-4.1274742,50.5445556,
2739061052,-4.1281932,50.5448591,
2739061053,-4.1284848,50.5450064,
