edge_id,source_node_id,target_node_id,length,car,car_reverse,bike,bike_reverse,foot
4362,9,407,35,2,6,6,1,4
4363,9,408,20,4,5,3,2,5
4364,9,409,39,6,3,5,4,5
4365,9,410,65,4,3,2,2,6
4366,9,411,44,2,5,3,1,2
4367,9,412,20,3,1,4,4,2
4368,9,413,90,2,3,2,4,4
4369,9,414,22,4,2,3,2,4
4370,9,415,87,6,2,4,3,2
4371,9,416,40,4,6,1,6,5
4372,9,417,93,3,4,6,5,2
4373,9,418,36,1,3,3,1,6
4374,9,419,77,1,2,4,4,2
4375,9,420,2,1,3,6,4,4
4376,9,421,52,4,5,1,5,2
4377,9,422,62,4,5,1,3,6
4378,9,423,81,1,5,4,1,2
4379,9,424,21,2,2,5,3,5
4380,9,425,40,2,3,3,2,6
4381,9,426,27,5,6,1,6,2
4382,9,427,100,4,4,2,2,2
4383,9,428,65,1,3,2,2,3
4384,9,429,25,6,3,2,3,4
4385,9,430,49,6,2,2,4,3
4386,9,431,39,2,6,3,4,2
4387,9,432,58,3,3,2,2,2
4388,9,433,72,1,3,5,6,5
4389,9,434,4,4,4,2,5,5
4390,9,435,78,1,2,4,6,1
4391,9,436,42,5,2,6,6,1
4392,9,437,13,1,1,3,4,3
4393,9,438,16,2,3,3,5,1
4394,9,439,100,5,4,2,1,1
4395,9,440,72,4,3,6,4,4
4396,9,441,89,2,3,3,1,3
4397,9,442,78,1,4,6,1,4
4398,9,443,20,2,6,6,6,3
4399,9,444,5,3,2,6,1,3
4400,9,445,88,1,2,5,2,5
4401,9,446,52,1,3,5,2,1
4402,9,447,34,3,6,1,3,2
4403,9,448,38,5,1,3,3,4
4404,9,449,2,4,3,1,2,3
4405,9,450,28,5,1,5,1,2
4406,9,451,51,1,3,5,3,1
4407,9,452,78,3,6,1,2,1
4408,9,453,53,6,4,2,1,6
4409,9,454,31,2,3,2,1,3
4410,9,455,60,2,4,3,3,4
4411,9,456,43,4,3,5,1,6
4412,9,457,87,6,1,6,4,5
4413,9,458,49,6,5,5,6,6
4414,9,459,15,6,5,2,1,3
4415,9,460,93,4,2,3,4,1
4416,9,461,91,4,3,6,6,5
4417,9,462,59,2,4,5,6,5
4418,9,463,45,1,2,3,3,4
4419,9,464,69,5,3,4,3,4
4420,9,465,59,5,4,6,5,1
4421,9,466,71,1,2,4,1,5
4422,9,467,39,1,6,5,3,1
4423,9,468,30,3,5,1,5,4
4424,9,469,89,6,4,6,1,3
4425,9,470,85,4,5,2,2,6
4426,9,471,80,3,6,5,1,1
4427,9,472,83,3,1,2,1,4
4428,9,473,41,1,2,5,1,5
4429,9,474,48,2,4,4,6,2
4430,9,475,97,6,1,6,3,5
4431,9,476,45,3,1,4,4,4
4432,9,477,29,3,2,6,3,1
4433,9,478,80,4,4,2,3,2
4434,9,479,22,4,1,3,5,6
4435,9,480,78,3,2,2,5,5
4436,9,481,18,1,4,6,5,6
4437,9,482,9,4,5,1,2,6
4438,9,483,71,5,1,2,2,2
4439,9,484,19,1,4,5,4,5
4440,9,485,65,5,6,5,5,3
4441,9,486,37,3,6,6,2,2
4442,9,487,91,4,5,6,6,4
4443,9,488,92,6,1,6,4,4
4444,9,489,63,4,3,2,2,5
4445,9,490,82,5,6,4,4,4
4446,9,491,3,1,1,4,5,2
4447,9,492,99,2,5,5,5,3
4448,9,493,18,1,5,5,3,6
4449,9,494,1,5,1,3,5,5
4450,9,495,31,6,1,5,5,6
4451,9,496,64,4,3,4,1,1
4452,9,497,79,6,6,1,4,4
4453,9,498,46,5,1,5,3,3
4454,9,499,87,3,2,6,6,2
4455,9,500,20,5,4,5,1,4
4456,10,11,84,6,4,3,4,1
4457,10,12,11,1,4,4,5,4
4458,10,13,81,1,4,3,2,3
4459,10,14,38,5,2,6,2,2
4460,10,15,47,6,5,4,4,4
4461,10,16,2,1,2,3,4,3
4462,10,17,78,6,5,5,3,1
4463,10,18,9,5,4,4,1,2
4464,10,19,36,2,1,1,3,4
4465,10,20,14,3,1,4,3,3
4466,10,21,55,2,6,2,3,3
4467,10,22,87,6,1,6,1,5
4468,10,23,74,6,2,5,1,4
4469,10,24,13,6,2,1,4,5
4470,10,25,34,1,6,4,5,6
4471,10,26,8,4,5,1,1,6
4472,10,27,73,3,4,4,4,5
4473,10,28,6,2,2,3,1,1
4474,10,29,82,6,1,4,6,3
4475,10,30,63,2,1,5,2,1
4476,10,31,85,3,3,4,5,1
4477,10,32,9,6,1,3,1,4
4478,10,33,95,4,1,5,1,5
4479,10,34,97,6,4,4,1,3
4480,10,35,70,4,3,1,2,5
4481,10,36,3,2,6,5,2,3
4482,10,37,90,6,2,1,1,1
4483,10,38,98,6,1,3,4,5
4484,10,39,39,6,4,2,4,6
4485,10,40,11,5,3,6,2,5
4486,10,41,18,3,2,1,4,2
4487,10,42,38,5,6,6,3,5
4488,10,43,60,5,1,1,5,3
4489,10,44,6,4,5,2,1,6
4490,10,45,15,3,2,4,2,4
4491,10,46,45,5,1,1,1,2
4492,10,47,80,2,2,2,4,1
4493,10,48,92,4,3,1,1,5
4494,10,49,88,5,3,4,1,6
4495,10,50,84,1,3,5,6,3
4496,10,51,15,6,2,2,5,6
4497,10,52,43,6,2,3,1,5
4498,10,53,30,4,3,5,5,1
4499,10,54,28,4,1,6,2,5
4500,10,55,63,2,6,6,1,6
4501,10,56,70,2,6,2,6,1
4502,10,57,98,1,5,3,2,3
4503,10,58,51,6,5,1,1,3
4504,10,59,89,1,4,4,5,3
4505,10,60,45,2,1,6,4,2
4506,10,61,39,5,6,4,2,5
4507,10,62,49,1,1,5,4,6
4508,10,63,43,1,1,3,4,1
4509,10,64,59,2,5,4,6,6
4510,10,65,63,4,2,4,4,6
4511,10,66,80,3,5,3,1,6
4512,10,67,67,4,6,2,4,5
4513,10,68,93,4,5,1,2,5
4514,10,69,96,3,4,1,5,1
4515,10,70,18,3,1,4,4,5
4516,10,71,29,5,1,3,1,3
4517,10,72,98,6,1,6,3,1
4518,10,73,28,1,4,1,6,6
4519,10,74,60,6,3,2,5,3
4520,10,75,16,5,3,4,4,6
4521,10,76,93,1,6,6,5,5
4522,10,77,44,4,5,6,1,5
4523,10,78,74,6,5,3,3,1
4524,10,79,93,3,6,6,2,2
4525,10,80,98,2,2,5,5,5
4526,10,81,37,5,5,4,5,5
4527,10,82,19,3,5,6,4,6
4528,10,83,28,5,2,6,5,3
4529,10,84,6,2,5,1,3,2
4530,10,85,13,1,2,1,5,6
4531,10,86,97,1,5,4,1,5
4532,10,87,41,3,2,2,5,1
4533,10,88,35,5,4,4,6,5
4534,10,89,12,1,1,6,5,5
4535,10,90,99,4,6,2,2,1
4536,10,91,78,2,1,4,1,3
4537,10,92,30,5,6,1,2,2
4538,10,93,15,5,3,6,1,4
4539,10,94,49,3,1,3,4,1
4540,10,95,66,1,6,5,5,3
4541,10,96,15,1,3,2,2,1
4542,10,97,38,2,5,5,1,5
4543,10,98,67,1,2,4,4,4
4544,10,99,13,5,3,2,2,3
4545,10,100,80,3,3,2,4,2
4546,10,101,95,4,5,3,2,2
4547,10,102,84,3,3,4,4,4
4548,10,103,31,4,3,5,5,3
4549,10,104,83,6,6,5,4,5
4550,10,105,98,3,2,5,1,3
4551,10,106,94,6,4,4,6,2
4552,10,107,37,4,4,1,2,1
4553,10,108,94,5,2,1,2,5
4554,10,109,93,6,2,4,6,2
4555,10,110,2,3,2,2,6,5
4556,10,111,34,6,2,4,3,6
4557,10,112,91,6,6,4,4,3
4558,10,113,73,3,3,6,2,4
4559,10,114,54,5,4,3,5,2
4560,10,115,40,1,1,5,2,4
4561,10,116,72,6,3,5,1,4
4562,10,117,94,5,3,6,4,5
4563,10,118,79,4,4,1,3,4
4564,10,119,34,2,6,3,5,3
4565,10,120,71,2,1,5,1,3
4566,10,121,19,3,6,4,5,5
4567,10,122,23,5,6,5,2,5
4568,10,123,52,4,5,6,4,1
4569,10,124,10,1,6,6,5,2
4570,10,125,46,6,3,3,3,4
4571,10,126,56,1,6,3,3,5
4572,10,127,35,2,2,6,5,3
4573,10,128,99,6,4,5,3,5
4574,10,129,82,1,1,6,4,3
4575,10,130,43,2,5,2,3,5
4576,10,131,75,5,6,5,1,4
4577,10,132,99,2,1,4,6,4
4578,10,133,27,1,3,6,2,2
4579,10,134,52,4,5,5,1,6
4580,10,135,5,5,2,5,3,5
4581,10,136,64,5,3,6,3,3
4582,10,137,60,1,6,3,6,5
4583,10,138,8,6,2,1,5,5
4584,10,139,29,2,6,6,1,3
4585,10,140,72,6,4,6,4,6
4586,10,141,29,5,5,6,2,4
4587,10,142,43,5,1,5,5,5
4588,10,143,64,5,6,5,2,3
4589,10,144,70,2,4,6,5,5
4590,10,145,96,3,5,6,2,1
4591,10,146,94,6,3,1,4,1
4592,10,147,41,4,2,6,1,5
4593,10,148,27,2,5,2,3,2
4594,10,149,8,1,3,2,2,1
4595,10,150,98,4,1,2,5,3
4596,10,151,74,3,5,1,5,1
4597,10,152,25,3,6,2,4,3
4598,10,153,100,3,4,6,4,5
4599,10,154,89,4,6,4,2,1
4600,10,155,56,2,5,1,3,3
4601,10,156,37,1,5,1,6,3
4602,10,157,84,6,6,5,4,4
4603,10,158,81,2,1,6,5,2
4604,10,159,57,4,6,5,5,5
4605,10,160,87,6,4,1,2,3
4606,10,161,59,4,1,5,4,3
4607,10,162,20,5,5,6,1,6
4608,10,163,56,3,4,4,1,2
4609,10,164,37,5,2,6,1,4
4610,10,165,10,6,2,3,6,4
4611,10,166,13,1,1,6,3,4
4612,10,167,41,2,3,2,5,5
4613,10,168,51,5,6,1,6,5
4614,10,169,97,3,2,4,6,3
4615,10,170,40,6,4,3,2,3
4616,10,171,59,6,2,1,3,1
4617,10,172,35,6,1,4,1,4
4618,10,173,30,3,1,2,5,2
4619,10,174,70,5,2,1,5,2
4620,10,175,40,3,5,3,4,5
4621,10,176,94,6,2,6,1,6
4622,10,177,79,5,2,1,3,3
4623,10,178,19,2,1,5,3,5
4624,10,179,63,1,5,4,3,1
4625,10,180,58,6,5,4,6,5
4626,10,181,36,4,6,6,2,4
4627,10,182,63,1,6,1,5,2
4628,10,183,33,2,1,2,2,6
4629,10,184,47,3,4,1,5,6
4630,10,185,21,2,5,5,4,4
4631,10,186,34,5,6,5,1,6
4632,10,187,22,6,4,3,3,4
4633,10,188,88,3,3,5,1,2
4634,10,189,36,6,1,1,5,3
4635,10,190,22,3,3,6,5,5
4636,10,191,15,3,6,4,4,1
4637,10,192,27,4,4,4,5,3
4638,10,193,31,4,2,4,4,1
4639,10,194,55,5,3,6,3,4
4640,10,195,90,1,1,1,4,1
4641,10,196,100,6,1,5,5,6
4642,10,197,58,1,3,2,2,3
4643,10,198,93,1,2,4,5,6
4644,10,199,25,2,6,1,5,2
4645,10,200,47,2,2,3,6,6
4646,10,201,94,6,2,4,4,3
4647,10,202,15,1,2,6,1,1
4648,10,203,80,6,5,3,4,3
4649,10,204,51,2,4,4,1,1
4650,10,205,16,2,5,6,2,5
4651,10,206,67,5,3,6,3,3
4652,10,207,62,5,1,6,5,1
4653,10,208,38,6,6,1,3,3
4654,10,209,61,2,5,3,5,3
4655,10,210,93,1,5,1,3,6
4656,10,211,93,2,4,6,3,5
4657,10,212,70,6,2,3,1,4
4658,10,213,77,4,6,2,5,2
4659,10,214,57,1,5,3,6,2
4660,10,215,10,2,1,1,6,6
4661,10,216,59,2,4,1,4,5
4662,10,217,18,3,6,4,5,3
4663,10,218,82,3,6,3,2,2
4664,10,219,61,6,6,1,4,1
4665,10,220,80,2,2,1,6,5
4666,10,221,36,2,6,1,6,1
4667,10,222,61,6,5,6,5,6
4668,10,223,73,2,1,2,1,5
4669,10,224,98,3,2,4,5,4
4670,10,225,18,1,5,1,2,5
4671,10,226,58,6,2,3,3,1
4672,10,227,29,1,1,4,2,4
4673,10,228,52,5,5,6,2,4
4674,10,229,4,6,6,1,5,3
4675,10,230,86,3,5,1,4,5
4676,10,231,73,6,4,3,3,2
4677,10,232,89,3,4,3,1,4
4678,10,233,64,5,3,4,3,1
4679,10,234,77,6,5,4,6,5
4680,10,235,46,3,1,2,6,2
4681,10,236,99,1,5,1,2,1
4682,10,237,13,5,1,2,2,3
4683,10,238,58,1,6,1,1,2
4684,10,239,5,5,1,5,4,6
4685,10,240,59,4,3,1,5,4
4686,10,241,36,4,4,5,6,4
4687,10,242,53,3,3,2,5,1
4688,10,243,64,1,5,3,4,5
4689,10,244,26,5,1,2,3,3
4690,10,245,42,2,6,2,1,3
4691,10,246,82,4,3,5,4,1
4692,10,247,53,2,5,5,3,4
4693,10,248,3,2,3,3,5,6
4694,10,249,83,5,4,2,1,2
4695,10,250,15,4,2,2,5,5
4696,10,251,72,1,4,2,4,6
4697,10,252,82,4,4,1,3,2
4698,10,253,97,5,4,3,2,3
4699,10,254,40,5,1,2,1,4
4700,10,255,71,5,4,3,6,3
4701,10,256,68,1,4,5,6,1
4702,10,257,14,4,5,3,1,1
4703,10,258,1,5,6,6,4,1
4704,10,259,28,6,2,4,3,3
4705,10,260,32,3,1,5,5,2
4706,10,261,68,6,3,5,1,6
4707,10,262,43,2,2,4,5,6
4708,10,263,75,3,6,1,2,2
4709,10,264,65,6,4,6,3,2
4710,10,265,14,4,6,1,4,3
4711,10,266,65,4,6,3,1,2
4712,10,267,18,6,5,5,4,6
4713,10,268,71,2,1,1,5,4
4714,10,269,30,4,2,3,4,1
4715,10,270,29,4,4,2,6,5
4716,10,271,10,6,2,5,6,2
4717,10,272,43,3,5,5,3,1
4718,10,273,39,6,3,5,4,3
4719,10,274,62,6,3,5,5,5
4720,10,275,34,2,6,3,1,3
4721,10,276,6,1,5,6,1,6
4722,10,277,27,4,3,5,3,6
4723,10,278,20,1,6,3,1,1
4724,10,279,68,3,4,4,4,6
4725,10,280,27,2,2,6,1,2
4726,10,281,65,4,2,5,2,2
4727,10,282,93,5,5,1,3,4
4728,10,283,15,3,6,1,6,6
4729,10,284,43,3,3,1,5,1
4730,10,285,91,1,5,2,1,1
4731,10,286,1,6,5,3,4,3
4732,10,287,100,3,4,1,4,5
4733,10,288,91,6,2,3,4,5
4734,10,289,75,4,3,4,6,6
4735,10,290,26,2,5,4,2,3
4736,10,291,22,3,4,2,2,6
4737,10,292,32,3,1,4,4,1
4738,10,293,63,3,3,5,5,6
4739,10,294,5,5,4,6,2,2
4740,10,295,90,2,3,5,3,4
4741,10,296,17,4,5,1,2,3
4742,10,297,84,1,1,4,3,4
4743,10,298,80,1,3,5,2,2
4744,10,299,68,1,6,2,3,5
4745,10,300,76,3,2,5,1,3
4746,10,301,35,2,2,6,6,1
4747,10,302,4,3,2,2,4,1
4748,10,303,54,3,6,4,3,1
4749,10,304,16,3,5,6,3,5
4750,10,305,10,1,3,2,6,6
4751,10,306,79,1,6,2,6,3
4752,10,307,90,1,5,3,1,3
4753,10,308,98,6,2,1,1,3
4754,10,309,41,6,2,6,1,3
4755,10,310,34,2,1,1,1,5
4756,10,311,5,2,5,4,3,6
4757,10,312,81,1,6,3,5,6
4758,10,313,78,2,2,6,2,1
4759,10,314,8,5,6,1,4,1
4760,10,315,76,4,6,4,2,6
4761,10,316,33,4,4,4,3,5
4762,10,317,43,3,1,2,2,5
4763,10,318,35,3,1,4,4,4
4764,10,319,18,1,4,5,3,2
4765,10,320,56,4,1,5,4,6
4766,10,321,32,5,4,5,6,1
4767,10,322,84,3,6,2,4,4
4768,10,323,70,5,2,4,4,5
4769,10,324,2,6,4,5,3,2
4770,10,325,21,2,6,5,3,1
4771,10,326,25,2,3,6,1,5
4772,10,327,69,3,1,2,4,3
4773,10,328,99,4,2,1,5,6
4774,10,329,29,5,5,6,1,1
4775,10,330,96,1,1,2,5,5
4776,10,331,7,4,6,3,3,5
4777,10,332,31,6,1,2,6,6
4778,10,333,22,1,1,4,1,6
4779,10,334,10,2,2,2,4,6
4780,10,335,74,5,2,5,4,2
4781,10,336,61,5,6,6,4,5
4782,10,337,28,6,5,3,3,1
4783,10,338,93,5,1,5,6,4
4784,10,339,14,6,6,6,4,1
4785,10,340,38,5,2,1,3,1
4786,10,341,84,5,3,5,4,6
4787,10,342,99,3,2,5,2,1
4788,10,343,44,4,1,2,1,5
4789,10,344,47,2,6,6,1,3
4790,10,345,16,4,5,3,1,6
4791,10,346,44,1,3,3,6,6
4792,10,347,85,2,2,2,6,2
4793,10,348,16,5,4,3,6,5
4794,10,349,30,3,4,6,6,2
4795,10,350,76,5,1,5,4,2
4796,10,351,61,5,3,5,2,3
4797,10,352,94,6,1,4,2,5
4798,10,353,19,4,2,4,1,5
4799,10,354,53,2,4,2,2,1
4800,10,355,56,2,4,5,3,2
4801,10,356,86,4,5,1,4,6
4802,10,357,40,4,3,1,2,4
4803,10,358,37,1,3,1,6,2
4804,10,359,17,2,2,3,1,3
4805,10,360,13,1,2,4,4,1
4806,10,361,91,2,6,2,3,2
4807,10,362,41,2,5,6,1,6
4808,10,363,34,3,4,5,2,2
4809,10,364,68,5,4,5,5,6
4810,10,365,94,4,4,5,1,1
4811,10,366,36,5,3,2,4,4
4812,10,367,35,3,2,5,5,2
4813,10,368,85,4,4,3,2,5
4814,10,369,22,5,3,6,2,2
4815,10,370,22,4,4,4,2,2
4816,10,371,5,1,4,5,2,3
4817,10,372,32,4,1,2,3,4
4818,10,373,8,3,2,3,2,6
4819,10,374,100,6,2,3,6,1
4820,10,375,24,3,2,1,3,3
4821,10,376,92,6,3,4,4,6
4822,10,377,66,1,3,2,5,3
4823,10,378,97,4,2,6,5,4
4824,10,379,62,4,6,4,6,6
4825,10,380,5,6,4,2,3,1
4826,10,381,49,2,5,1,6,6
4827,10,382,20,4,2,1,4,3
4828,10,383,27,5,2,6,3,3
4829,10,384,2,3,4,4,5,5
4830,10,385,67,5,1,6,2,5
4831,10,386,10,4,5,4,2,5
4832,10,387,23,4,2,4,4,5
4833,10,388,75,5,2,5,3,5
4834,10,389,61,1,3,1,6,4
4835,10,390,44,3,1,5,3,3
4836,10,391,26,4,5,3,2,3
4837,10,392,100,6,3,6,6,4
4838,10,393,31,3,5,6,1,2
4839,10,394,7,5,3,1,5,5
4840,10,395,87,2,4,5,6,1
4841,10,396,7,2,5,1,2,2
4842,10,397,36,5,5,2,3,5
4843,10,398,76,2,3,5,1,5
4844,10,399,94,6,4,1,3,2
4845,10,400,55,5,4,1,4,2
4846,10,401,43,4,1,6,1,1
4847,10,402,27,3,2,1,5,4
4848,10,403,92,1,2,6,3,3
4849,10,404,85,1,3,6,5,1
4850,10,405,7,3,1,3,2,1
4851,10,406,67,5,2,5,5,4
4852,10,407,11,1,2,5,3,6
4853,10,408,17,3,4,3,6,2
4854,10,409,32,4,5,6,3,1
4855,10,410,84,1,3,3,5,3
4856,10,411,47,4,1,2,4,4
4857,10,412,26,4,4,4,3,4
4858,10,413,5,6,4,4,6,3
4859,10,414,21,3,3,6,2,3
4860,10,415,31,5,3,5,5,4
4861,10,416,98,1,2,3,5,3
4862,10,417,57,5,1,2,2,6
4863,10,418,41,1,3,1,5,4
4864,10,419,70,3,3,4,3,1
4865,10,420,99,1,4,2,3,1
4866,10,421,99,4,5,3,2,5
4867,10,422,44,6,2,2,4,4
4868,10,423,34,5,1,1,5,5
4869,10,424,38,6,2,3,3,4
4870,10,425,33,2,1,2,4,2
4871,10,426,30,4,3,4,5,1
4872,10,427,89,5,3,4,3,5
4873,10,428,67,6,3,1,2,1
4874,10,429,8,6,6,4,3,3
4875,10,430,22,6,3,1,2,5
4876,10,431,16,5,6,2,5,2
4877,10,432,93,5,1,1,6,1
4878,10,433,82,5,5,3,5,5
4879,10,434,13,5,5,4,2,5
4880,10,435,16,4,4,6,5,5
4881,10,436,94,2,2,1,6,5
4882,10,437,91,5,6,1,5,5
4883,10,438,86,1,1,3,2,4
4884,10,439,38,5,3,6,2,2
4885,10,440,37,2,5,6,2,2
4886,10,441,7,1,1,3,3,6
4887,10,442,26,5,2,1,2,2
4888,10,443,28,4,2,4,4,4
4889,10,444,18,6,6,3,3,6
4890,10,445,81,4,3,2,1,5
4891,10,446,52,3,1,6,1,3
4892,10,447,29,5,2,4,4,5
4893,10,448,88,5,5,1,1,6
4894,10,449,33,1,2,4,5,4
4895,10,450,47,6,6,4,3,6
4896,10,451,47,2,3,3,6,3
4897,10,452,37,5,4,1,6,1
4898,10,453,63,6,6,6,2,4
4899,10,454,94,4,3,5,1,1
4900,10,455,92,6,6,2,1,5
4901,10,456,87,6,5,3,5,5
4902,10,457,44,6,6,5,2,4
4903,10,458,23,2,6,4,1,5
4904,10,459,14,2,6,6,1,2
4905,10,460,93,4,4,1,1,3
4906,10,461,3,5,6,1,4,3
4907,10,462,55,4,3,3,4,3
4908,10,463,79,5,4,5,3,2
4909,10,464,57,5,1,1,2,5
4910,10,465,56,1,6,3,1,2
4911,10,466,91,1,2,4,3,4
4912,10,467,45,1,3,2,2,2
4913,10,468,59,4,4,3,6,4
4914,10,469,20,6,3,3,3,4
4915,10,470,20,1,6,2,6,3
4916,10,471,6,5,4,2,3,5
4917,10,472,16,1,5,3,4,6
4918,10,473,84,3,3,1,1,5
4919,10,474,81,2,2,1,5,2
4920,10,475,52,4,3,5,2,1
4921,10,476,82,4,2,5,2,3
4922,10,477,64,2,6,3,6,6
4923,10,478,45,1,3,5,2,3
4924,10,479,57,1,1,2,4,1
4925,10,480,99,6,5,3,1,4
4926,10,481,87,3,5,6,6,2
4927,10,482,21,6,4,1,4,3
4928,10,483,23,5,5,4,1,6
4929,10,484,49,6,6,1,6,3
4930,10,485,23,1,3,1,2,2
4931,10,486,31,3,4,2,5,2
4932,10,487,60,1,3,4,1,6
4933,10,488,59,4,4,4,6,2
4934,10,489,71,3,2,3,2,3
4935,10,490,77,4,3,1,3,1
4936,10,491,81,1,5,6,4,6
4937,10,492,68,3,2,4,1,3
4938,10,493,47,2,5,5,1,4
4939,10,494,7,6,5,1,5,6
4940,10,495,38,2,1,5,3,3
4941,10,496,14,5,1,2,5,1
4942,10,497,100,2,2,4,6,3
4943,10,498,85,3,4,6,1,3
4944,10,499,70,6,5,3,4,1
4945,10,500,14,2,3,1,5,6
4946,11,12,82,4,6,5,5,1
4947,11,13,36,5,1,5,4,6
4948,11,14,88,5,3,4,1,4
4949,11,15,87,6,6,6,1,1
4950,11,16,98,1,4,1,1,6
4951,11,17,1,5,1,5,4,2
4952,11,18,42,1,4,1,2,1
4953,11,19,38,4,5,1,5,3
4954,11,20,78,3,1,3,6,6
4955,11,21,14,4,4,1,2,5
4956,11,22,7,3,3,6,6,1
4957,11,23,14,2,6,1,2,5
4958,11,24,29,5,1,4,2,3
4959,11,25,97,1,5,3,2,4
4960,11,26,88,5,6,6,1,3
4961,11,27,25,2,5,2,6,5
4962,11,28,12,4,4,4,2,4
4963,11,29,70,5,4,3,6,5
4964,11,30,31,2,5,6,5,1
4965,11,31,47,4,1,3,5,1
4966,11,32,7,5,5,1,6,1
4967,11,33,15,4,6,2,5,1
4968,11,34,44,5,1,1,1,5
4969,11,35,34,4,2,5,3,3
4970,11,36,81,2,3,5,5,5
4971,11,37,28,6,6,1,3,2
4972,11,38,51,5,3,5,3,5
4973,11,39,75,1,2,6,5,6
4974,11,40,91,6,4,6,6,1
4975,11,41,79,2,6,3,2,1
4976,11,42,99,5,3,3,4,4
4977,11,43,59,2,4,5,5,1
4978,11,44,7,4,4,4,6,4
4979,11,45,89,6,2,6,5,4
4980,11,46,43,3,4,3,4,2
4981,11,47,32,6,3,1,3,1
4982,11,48,20,2,1,2,1,1
4983,11,49,16,2,4,6,5,1
4984,11,50,82,2,4,3,3,5
4985,11,51,75,1,4,2,6,6
4986,11,52,80,3,5,4,3,2
4987,11,53,95,2,1,3,6,6
4988,11,54,36,4,6,6,5,2
4989,11,55,17,1,5,6,5,4
4990,11,56,52,5,5,1,2,3
4991,11,57,84,4,1,2,2,3
4992,11,58,24,2,1,3,6,3
4993,11,59,45,3,2,2,5,3
4994,11,60,1,3,5,6,4,6
4995,11,61,76,4,2,6,4,3
4996,11,62,34,5,2,6,4,5
4997,11,63,84,1,3,1,5,3
4998,11,64,10,5,2,3,1,3
4999,11,65,77,2,5,3,6,4
5000,11,66,38,4,6,3,1,6
5001,11,67,51,1,4,6,6,4
5002,11,68,5,5,3,3,2,6
5003,11,69,92,3,1,1,1,2
5004,11,70,86,1,4,4,3,6
5005,11,71,41,5,6,2,1,6
5006,11,72,6,2,6,2,4,3
5007,11,73,71,2,3,2,2,3
5008,11,74,63,5,6,2,2,6
5009,11,75,86,1,6,1,2,6
5010,11,76,19,5,4,2,5,2
5011,11,77,64,2,3,6,4,2
5012,11,78,94,3,6,2,5,2
5013,11,79,98,6,2,5,2,5
5014,11,80,10,4,6,4,1,4
5015,11,81,1,5,2,6,3,2
5016,11,82,78,2,4,2,1,1
5017,11,83,13,5,3,2,1,4
5018,11,84,44,5,4,4,4,6
5019,11,85,85,2,1,3,2,4
5020,11,86,7,6,1,2,6,4
5021,11,87,62,4,5,5,3,4
5022,11,88,91,6,3,2,4,5
5023,11,89,82,3,6,4,4,6
5024,11,90,72,1,4,3,4,4
5025,11,91,31,4,2,4,2,5
5026,11,92,76,3,5,5,2,2
5027,11,93,62,3,1,6,1,3
5028,11,94,90,5,1,2,6,5
5029,11,95,74,1,5,6,5,2
5030,11,96,32,4,5,2,1,1
5031,11,97,12,5,4,1,2,1
5032,11,98,17,2,1,2,2,6
5033,11,99,17,5,4,1,2,2
5034,11,100,22,2,6,6,6,5
5035,11,101,1,1,4,1,3,2
5036,11,102,48,1,5,3,5,4
5037,11,103,42,6,6,3,4,5
5038,11,104,22,1,1,5,6,5
5039,11,105,45,6,3,4,6,4
5040,11,106,36,3,1,5,3,6
5041,11,107,68,1,1,3,6,1
5042,11,108,92,5,1,4,1,3
5043,11,109,96,2,3,1,1,1
5044,11,110,53,3,1,3,4,1
5045,11,111,42,3,4,5,3,5
5046,11,112,50,2,3,2,5,3
5047,11,113,63,3,1,5,4,2
5048,11,114,11,4,5,6,3,3
5049,11,115,14,4,6,1,3,1
5050,11,116,82,4,1,1,3,2
5051,11,117,60,6,2,3,4,6
5052,11,118,80,6,4,2,2,6
5053,11,119,6,2,2,2,4,5
5054,11,120,99,3,1,6,6,2
5055,11,121,4,3,1,2,5,6
5056,11,122,37,4,5,1,1,4
5057,11,123,36,3,4,1,2,2
5058,11,124,84,6,2,5,3,2
5059,11,125,3,2,6,4,1,1
5060,11,126,100,6,2,3,2,6
5061,11,127,45,6,3,1,1,6
5062,11,128,34,4,4,2,4,2
5063,11,129,47,4,3,5,3,5
5064,11,130,17,5,6,4,3,6
5065,11,131,40,2,2,4,1,5
5066,11,132,15,1,6,4,6,1
5067,11,133,74,1,4,3,2,2
5068,11,134,17,1,1,6,3,4
5069,11,135,55,1,5,6,1,6
5070,11,136,66,1,3,3,4,2
5071,11,137,51,2,2,3,5,6
5072,11,138,84,5,1,3,4,6
5073,11,139,33,2,6,1,2,6
5074,11,140,85,6,1,1,1,4
5075,11,141,80,4,1,3,1,3
5076,11,142,51,6,6,4,4,4
5077,11,143,18,2,4,6,6,6
5078,11,144,78,2,3,5,4,5
5079,11,145,36,6,6,6,6,1
5080,11,146,26,5,4,5,2,1
5081,11,147,39,4,2,4,1,5
5082,11,148,12,2,6,5,6,6
5083,11,149,70,4,6,5,5,4
5084,11,150,5,6,3,1,5,4
5085,11,151,19,4,3,5,2,6
5086,11,152,72,1,1,6,6,4
5087,11,153,8,2,2,6,3,1
5088,11,154,10,4,6,6,3,2
5089,11,155,33,2,3,4,4,4
5090,11,156,24,3,6,3,3,2
5091,11,157,91,1,5,6,3,1
5092,11,158,40,5,1,3,6,2
5093,11,159,98,6,5,5,5,1
5094,11,160,36,2,4,3,6,2
5095,11,161,21,1,6,3,3,6
